FileNo,BirdMamm,SpNo,SglMtp,Species,Bmass,logBm,NoBroods,MeanBS,MeanSires,MP,mean.q,sd.q,q2.5,q97.5,mean.nsires,sd.nsires,nsires2.5,nsires97.5,mean.nmates,sd.nmates,nmates2.5,nmates97.5,mean.estM,sd.estM,estM2.5,estM97.5,mean.est.pmult,sd.est.pmult,est.pmult2.5,est.pmult97.5,mean.avgR,sd.avgR,avgR2.5,avgR97.5,mean.avgM,sd.avgM,avgM2.5,avgM97.5,pred_pmult,pred_pmult_lcl,pred_pmult_ucl,resid_pmult,resid_pmult_lcl,resid_pmult_ucl
111,1,96,a,"song sparrow, Melospiza melodia",,,11,3.4545,1.3636,0.363636364,0.429607299,0.023925794,0.383155439,0.477678385,1.627272727,0.923029927,1,4,5.003903636,3.217961183,2,13,3.799644284,2.169130029,2.119958362,9.679213263,0.733001257,0.00378772,0.730022915,0.743869939,1.734157413,0.054410649,1.630949461,1.845968751,3.184059456,0.178561251,2.85471649,3.558963871,0.73453594,0.726707719,0.745713862,0.370899576,0.363071355,0.382077498
112,1,97,a,"southern emu-wren, Stipiturus malachurus",,,27,1.8519,1.0741,0.074074074,0.612271847,0.020075224,0.57324661,0.651229251,1.348148148,0.587758166,1,3,3.426438148,1.73099654,2,8,2.204254461,0.964252013,1.542997273,4.88307186,0.598848333,0.005496171,0.592677305,0.612632359,1.371258806,0.017466514,1.338008048,1.405873355,1.756136796,0.057801721,1.649302566,1.873668429,0.612826428,0.592934392,0.641732308,0.538752354,0.518860318,0.567658234
113,1,98,a,"spotted towhee, Pipilo maculatus",,,145,2.5175,1.6069,0.351,0.548449239,0.00780213,0.533113947,0.563687362,1.528965517,0.761705666,1,3,4.073002966,2.262310374,2,10,2.788362125,1.389823977,1.779559247,5.659537116,0.678697255,0.001140225,0.677016106,0.681359258,1.596513806,0.011862903,1.573373984,1.619855781,2.930484326,0.041712624,2.85068756,3.014170911,0.684555425,0.675056359,0.69929566,0.333555425,0.324056359,0.34829566
114,1,99,a,"Stellers jay, Cyanocitta stelleri",,,41,1.9268,1.1463,0.146341463,0.597276417,0.01621297,0.565131842,0.628602075,1.341463415,0.597137802,1,3,3.458038049,1.785469255,2,8,2.247628081,1.002748866,1.596741458,5.041733111,0.611342131,0.004112314,0.606278179,0.621666429,1.392355789,0.015144101,1.362829115,1.422114791,1.92070036,0.052319456,1.823636142,2.028449609,0.623044096,0.605093849,0.649479305,0.476702633,0.458752386,0.503137842
115,1,100,a,"subdesert mesite, Monias benschi",,,11,1.5455,1.1818,0.181818182,0.708371952,0.031480959,0.643919631,0.767602074,1.318181818,0.554843689,1,3,3.103501818,1.454415292,2,7,1.864585607,0.790106212,1.309539886,4.205565513,0.521469818,0.007802752,0.515749075,0.543626698,1.286828601,0.019605242,1.248209621,1.32523628,1.671697441,0.075303767,1.539623488,1.835350447,0.565366876,0.535261566,0.60693073,0.383548695,0.353443384,0.425112548
116,1,101,a,"superb fairy-wren, Malurus cyaneus",,,12,2.25,1.4167,0.333333333,0.579876753,0.02791775,0.524676324,0.633976406,1.533333333,0.706320964,1,3,3.965119167,2.068430418,2,9,2.65042539,1.229107839,1.593838658,5.427725591,0.653578298,0.003601748,0.650882164,0.664090089,1.5215186,0.035566536,1.453123584,1.592383905,2.448762589,0.118984419,2.23457317,2.700077369,0.661152152,0.649325755,0.679481256,0.327818819,0.315992422,0.346147923
117,1,102,a,"Swainsons hawk, Buteo swainsoni",,,27,2.0741,1.0345,0.034482759,0.544732752,0.019335567,0.50665716,0.581998665,1.325925926,0.58156415,1,3,3.61555,1.933178334,2,9,2.437164828,1.073165248,1.725505301,5.521769043,0.64128443,0.007972511,0.630224037,0.660589171,1.404689799,0.019790366,1.366466157,1.443551471,1.901467454,0.067780818,1.777465862,2.041780598,0.641531724,0.626757276,0.663829678,0.607048965,0.592274518,0.629346919
118,1,104,a,"tawny owl, Strix aluco",,,37,3.7027,1.027,0.027027027,0.416035138,0.013458582,0.389310437,0.442566276,1.5,0.76846646,1,3,4.767533784,2.974536886,2,12,3.60925087,1.853740193,2.273482625,7.597337183,0.741783567,0.00256366,0.738844977,0.748255025,1.784174568,0.033653843,1.718217315,1.851369082,2.471198794,0.080233257,2.320617459,2.63806703,0.744494045,0.736773762,0.755029126,0.717467018,0.709746735,0.728002099
119,1,105,b,"tree swallow, Tachycineta bicolor",,,99,4.9524,2.0952,0.761904762,0.403740868,0.003140984,0.397580712,0.409945106,2.087916667,1.10932593,1,5,6.46158175,3.914455366,2,16,5.171740618,2.748162728,2.448441272,12.31067257,0.81297671,0.01016071,0.800276187,0.829657844,2.232374609,0.067148803,2.149412864,2.342321355,4.963633747,0.287858622,4.510655784,5.249605098,0.779625039,0.771395178,0.790703815,0.017720277,0.009490416,0.028799053
120,1,105,b,"tree swallow, Tachycineta bicolor",,,21,5.4,2.075,0.85,0.403740868,0.003140984,0.397580712,0.409945106,2.087916667,1.10932593,1,5,6.46158175,3.914455366,2,16,5.171740618,2.748162728,2.448441272,12.31067257,0.81297671,0.01016071,0.800276187,0.829657844,2.232374609,0.067148803,2.149412864,2.342321355,4.963633747,0.287858622,4.510655784,5.249605098,0.781812832,0.773409479,0.793195893,0.098886002,0.09048265,0.110269064
121,1,105,b,"tree swallow, Tachycineta bicolor",,,40,5.0707,1.8415,0.682926829,0.403740868,0.003140984,0.397580712,0.409945106,2.087916667,1.10932593,1,5,6.46158175,3.914455366,2,16,5.171740618,2.748162728,2.448441272,12.31067257,0.81297671,0.01016071,0.800276187,0.829657844,2.232374609,0.067148803,2.149412864,2.342321355,4.963633747,0.287858622,4.510655784,5.249605098,0.787097385,0.778221295,0.799326422,-0.062902615,-0.071778705,-0.050673578
122,1,106,a,"two-banded plover, Charadrius falklandicus",,,6,2.5,1,0,0.50028873,0.038457306,0.4254391,0.576053668,1.383333333,0.579990905,1,3,3.969588333,2.162791697,2,9,2.781689441,1.189896505,1.757197909,5.995685324,0.683399278,0.011554091,0.675327866,0.715934891,1.520212126,0.054238247,1.418566226,1.631001484,2.010859837,0.157267153,1.735949367,2.35051268,0.683293891,0.67373949,0.698159749,0.683293891,0.67373949,0.698159749
123,1,107,a,"varied tit, Parus varius",,,40,6.275,1.4,0.4,0.28115065,0.008766306,0.264362355,0.298631456,1.845,0.980293446,1,4,7.589028,5.251285215,2,21,6.56870244,3.497820521,3.38414989,14.56879076,0.790697795,0.003022817,0.786041145,0.797643356,2.018847765,0.040685461,1.941683775,2.100733744,4.984381255,0.155534943,4.688052687,5.295761576,0.797699799,0.788126493,0.811320139,0.397699799,0.388126493,0.411320139
124,1,108,a,"vinous-throated parrotbills, Paradoxornis webbianus",,,50,4.92,1.36,0.26,0.355299776,0.009651513,0.336445474,0.374159639,1.734,0.859793084,1,4,6.0265976,3.805299392,2,16,4.883995027,2.426242035,2.695040467,11.19443931,0.777123937,0.003667385,0.770855698,0.785056301,1.976244464,0.034697799,1.909093319,2.044675236,3.830584335,0.104292641,3.634812149,4.042259753,0.778996238,0.770812842,0.789993885,0.518996238,0.510812842,0.529993885
125,1,109,a,"white-crowned penduline tit, Remiz coronatus",,,5,5.8,1,0,0.29069462,0.026793739,0.239547845,0.343715144,1.58,0.826801891,1,3,6.51816,4.622220781,2,19,5.482296287,2.927073958,2.970908204,12.15081909,0.786216091,0.007446987,0.77997823,0.806693634,1.954569242,0.112536787,1.746054173,2.183329906,3.469807777,0.325794265,2.909385924,4.174531396,0.792292634,0.783004325,0.805318653,0.792292634,0.783004325,0.805318653
126,1,110,a,"white-eyed vireo, Vireo griseus",,,36,2.8333,1.0556,0.055555556,0.472062958,0.015358429,0.442029969,0.501792459,1.397222222,0.624048745,1,3,4.134799444,2.342964545,2,10,2.962964468,1.327595289,2.00262102,6.448148064,0.700747578,0.001592748,0.69960558,0.705309813,1.599537666,0.026239332,1.548975617,1.651055996,2.238422461,0.073055604,2.103569986,2.387972826,0.70512301,0.696649487,0.717993939,0.649567455,0.641093932,0.662438384
127,1,111,a,"white-fronted plover, Charadrius marginatus",,,10,1.7,1,0,0.589722906,0.033780376,0.522156639,0.655015547,1.28,0.549181483,1,3,3.347506,1.72719442,2,8,2.177742589,0.944472009,1.536430261,4.895442617,0.597481618,0.02484822,0.563678734,0.65820444,1.285691313,0.022918113,1.241423618,1.331617981,1.701361397,0.098984,1.52668132,1.915134128,0.590432149,0.565914613,0.625118136,0.590432149,0.565914613,0.625118136
128,1,112,a,"white-tailed ptarmigan, Lagopus leucura",,,18,3.2222,1.1667,0.166666667,0.441483971,0.020058063,0.402218358,0.480812858,1.483333333,0.67884725,1,3,4.550232778,2.649595464,2,11,3.366844837,1.550069439,2.099339468,7.074654044,0.721848249,0.002143724,0.720298459,0.727941843,1.680208037,0.041220254,1.601099425,1.762513176,2.648080209,0.120826479,2.42644648,2.900580355,0.724431265,0.716554004,0.736465783,0.557764598,0.549887337,0.569799116
129,1,113,a,"white-throated dipper, Cinclus cinclus",,,40,4.625,1.05,0.05,0.335911133,0.01089934,0.314999968,0.357137423,1.5725,0.824465839,1,4,5.7748495,3.879055621,2,16,4.686234162,2.463015095,2.817422982,11.74390488,0.763098063,0.001194144,0.762143532,0.766363237,1.829286043,0.03474444,1.763360459,1.897664764,3.12912297,0.101698902,2.940044731,3.333333676,0.77260824,0.764803385,0.782949037,0.72260824,0.714803385,0.732949037
130,1,114,a,"wood stork, Mycteria americana",,,29,3,0,0,0.428606319,0.016134105,0.397718785,0.460397722,1.382758621,0.594555263,1,3,4.372080345,2.549814228,2,11,3.230752556,1.395464072,2.185029606,7.019184768,0.71441132,0.004493318,0.709323111,0.725747612,1.581015186,0.028823556,1.526699006,1.638652182,2.336454467,0.08809082,2.172035073,2.514339374,0.713478054,0.705276446,0.726196843,0.713478054,0.705276446,0.726196843
131,1,115,a,"wood thrush, Hylocichla mustelina",,,51,2.9608,1.1373,0.1372549,0.455412378,0.012130662,0.431907029,0.479164047,1.478431373,0.742627556,1,3,4.434907059,2.657737129,2,11,3.248665811,1.634713644,2.097826711,6.963157334,0.708037402,0.001224105,0.707120843,0.711397095,1.615785664,0.021919664,1.57379346,1.659199229,2.498973701,0.066716406,2.373414511,2.633101166,0.711600963,0.703352653,0.724337768,0.574346061,0.566097751,0.587082866
132,1,116,a,"wood warbler, Phylloscopus sibilatrix",,,3,2,1.3333,0.333333333,0.449706941,0.015527859,0.418737429,0.480000062,1.45,0.664266617,1,3,4.404815313,2.553135947,2,11,3.228183335,1.483999192,2.097195925,6.85887591,0.759030445,0.0372909,0.691956845,0.807633012,1.693952692,0.40548661,1.269265417,2.182170066,2.59738889,0.382063828,2.105189372,3.142538515,0.632482925,0.616207173,0.656753293,0.299149592,0.28287384,0.32341996
133,1,117,a,"yellow rumped flycatcher, Ficedula zanthopygia",,,64,5.0781,1.5469,0.546875,0.358690349,0.008406719,0.342272286,0.375248166,1.8390625,0.982998867,1,4,6.291351563,4.055281313,2,17,5.129977782,2.745421661,2.687590204,11.54641753,0.784809337,0.003858366,0.777857903,0.792916925,2.034835679,0.031840008,1.973161117,2.098039484,4.314934583,0.101222815,4.122271982,4.519428135,0.781944453,0.773530115,0.793346863,0.235069453,0.226655115,0.246471863
134,1,118,a,"yellow-breasted chat, Icteria virens",,,55,2.1,1.2667,0.233333333,0.586201807,0.01366887,0.559643658,0.612635154,1.396363636,0.657257069,1,3,3.619923091,1.930135427,2,9,2.383350162,1.123509848,1.637732698,5.207477577,0.633431158,0.001297507,0.632443011,0.637023215,1.460032422,0.01521755,1.430867951,1.489862493,2.161979965,0.050503932,2.06757098,2.263344986,0.644583834,0.630293947,0.666238226,0.4112505,0.396960614,0.432904893
135,1,119,a,"yellow-shouldered blackbird, Agelaius xanthomus",,,30,2.9,1.5,0.366666667,0.533845885,0.016779619,0.500955654,0.566622904,1.613333333,0.777060116,1,3,4.343077,2.370741455,2,10,3.025093753,1.46088237,1.780185267,5.938043441,0.71574973,0.005882178,0.706245302,0.72897482,1.738534248,0.032355952,1.676075724,1.80273688,2.812587167,0.088781878,2.647263268,2.994277016,0.70862047,0.700286292,0.721387061,0.341953803,0.333619625,0.354720395
136,1,120,a,"zebra finch, Taeniopygia guttata",,,80,3.95,1.05,0.05,0.392910848,0.005493876,0.382122067,0.403674515,1.457619048,0.686338852,1,3,4.842326762,2.987160262,2,13,3.710521411,1.748088718,2.483824993,7.731542662,0.738594321,0.00978925,0.726168927,0.749996148,1.701636068,0.102358719,1.582152602,1.8277075,2.711068649,0.05381866,2.611960935,2.813784664,0.753124452,0.745542682,0.763181622,0.703124452,0.695542682,0.713181622
137,2,121,a,"Cheetah, Acinonyx jubatus",50577.92,4.704,23,3,1.5,0.435,0.47166372,0.017939088,0.436045456,0.506235737,1.586956522,0.779523071,1,4,4.611277826,2.664645401,2,11,3.369487178,1.661329236,1.992087729,8.189896552,0.710753353,0.001915162,0.709276869,0.71608877,1.660169391,0.033877083,1.594049501,1.72655172,3.184857744,0.121814394,2.96304644,3.440008328,0.725459346,0.714877886,0.744960516,0.290459346,0.279877886,0.309960516
138,2,122,a,"Agile antechinus, Antechinus agilis",22.13,1.345,47,7.7,2.8,0.978,0.363809891,0.008074981,0.347959394,0.379597801,2.727659574,1.475430441,1,6,8.768025745,5.340633735,2,22,7.501184367,4.06192384,2.674949397,16.86954301,0.892019596,0.006001701,0.880053832,0.903561113,2.890372199,0.055186503,2.782652379,2.998855231,7.700123734,0.171149281,7.376228179,8.046915959,0.829006381,0.8165685,0.844384006,-0.148993619,-0.1614315,-0.133615994
139,2,123,a,"Swamp antechinus, Antechinus minimus",52.56,1.721,10,6.1,2,0.8,0.351737027,0.019221651,0.314208002,0.389224743,2.18,1.080555953,1,5,7.410579,4.517221523,2,19,6.216445679,3.104843046,2.632606599,13.50214041,0.82374422,0.012849705,0.800179775,0.849900345,2.31085873,0.094270235,2.130054037,2.497699876,5.703161174,0.313763166,5.138419473,6.365210261,0.811602253,0.797156025,0.829377033,0.011602253,-0.002843975,0.029377033
140,2,124,a,"Stuart's antechinus, Antechinus stuartii",29.1,1.464,39,4.4,2.8,0.923,0.528165199,0.012021701,0.504510068,0.55140768,2.333333333,1.279690297,1,5,6.045972308,3.43171174,2,14,4.4201051,2.426886901,1.833943767,9.850755907,0.850445241,0.008331227,0.83405056,0.866528454,2.412722177,0.04458619,2.325698138,2.499649786,5.30412612,0.121092096,5.077912589,5.549938801,0.782982717,0.770579108,0.800813378,-0.140017283,-0.152420892,-0.122186622
141,2,125,a,"Pronghorn, Antilocapra smericana",47450.01,4.676,25,2,1.4,0.44,0.573570934,0.020249589,0.534166305,0.6131321,1.396,0.612522775,1,3,3.669456,1.899353287,2,9,2.436918215,1.073391978,1.640300751,5.27505354,0.625803477,0.006304088,0.618172521,0.641552152,1.402385413,0.019923083,1.364411261,1.442098415,2.443900789,0.086556771,2.283357859,2.620906612,0.62291015,0.618881806,0.632377392,0.18291015,0.178881806,0.192377392
142,2,126,a,"Striped field mouse, Apodemus agrarius",21.11,1.324,44,6.5,1.8,0.636,0.305194934,0.008523222,0.288256252,0.321801377,2.013636364,1.070172348,1,4,7.674619091,5.104025773,2,21,6.60302752,3.515499927,3.145155216,13.83685978,0.808212479,0.004986956,0.798901873,0.818432692,2.189310221,0.043067951,2.104471506,2.273929279,5.902480582,0.165245738,5.593512427,6.244443921,0.817488575,0.803316459,0.834740689,0.181488575,0.167316459,0.198740689
143,2,127,a,"Yellow-necked field mouse, Apodemus flavicollis",31.6,1.5,35,5,1.5,0.514,0.366993631,0.011630421,0.344619641,0.390262765,1.797142857,0.963026829,1,4,6.069293429,3.895199047,2,16,4.901855106,2.632653529,2.591102817,11.22990184,0.785524672,0.005530798,0.775922876,0.797501117,2.042890366,0.043521198,1.960096091,2.130901697,4.091373498,0.129804953,3.843564215,4.35262481,0.793941029,0.780206583,0.812416441,0.279941029,0.266206583,0.298416441
144,2,128,a,"Wood mouse, Apodemus sylvaticus",21.9,1.34,28,4.7,1.7,0.643,0.405721104,0.013158436,0.380472947,0.431883454,1.989285714,1.080621471,1,5,6.180691429,3.822976791,2,16,4.908251146,2.672429336,2.347314963,12.10488407,0.790774715,0.00722754,0.777834265,0.805973288,2.088169379,0.047117717,1.998822435,2.182923804,4.194483924,0.136240833,3.936247115,4.468123199,0.788452716,0.775379562,0.806690213,0.145452716,0.132379562,0.163690213
145,2,129,a,"Ural field mouse, Apodemus uralensis",18.26,1.262,46,5,1.4,0.435,0.35472292,0.009910249,0.335072776,0.374061803,1.784782609,0.955184446,1,4,6.181544348,4.023804705,2,16,5.035418684,2.699606774,2.694895998,11.5317577,0.780030468,0.004038412,0.77297409,0.788676292,1.997271992,0.036478238,1.925657394,2.069121302,3.949829028,0.110580586,3.742697037,4.178196795,0.793941029,0.780206583,0.812416441,0.358941029,0.345206583,0.377416441
146,2,130,a,"Cape dune mole rat, Bathyergus suillus",777.38,2.891,19,2.7,1.3,0.263,0.553039862,0.02141562,0.510485593,0.594879935,1.5,0.723660477,1,3,3.989832105,2.18264438,2,9,2.716373377,1.31574496,1.693766485,5.705358158,0.700867633,0.006717109,0.691296561,0.716811205,1.685267812,0.037279789,1.612689478,1.759598565,2.35419026,0.091721026,2.185314923,2.546594887,0.701344734,0.692198356,0.719311275,0.438344734,0.429198356,0.456311275
147,2,131,a,"Ethiopian wolf, Canis simensis",14361.86,4.157,12,4.7,1.3,0.333,0.38751668,0.020788222,0.347189923,0.428959834,1.75,0.887412337,1,4,5.720608333,3.54950759,2,15,4.529004652,2.312908122,2.369636068,10.09203025,0.782096011,0.009774421,0.766471479,0.804146911,2.024318081,0.072785871,1.885899735,2.172146344,3.364403456,0.181520361,3.030586774,3.744348307,0.788452716,0.775379562,0.806690213,0.455452716,0.442379562,0.473690213
148,2,132,a,"Roe deer, Capreolus capreolus",22502.01,4.352,33,2.1,1.2,0.155,0.589231603,0.018002063,0.553276198,0.6243747,1.336363636,0.576466955,1,3,3.47415,1.777501995,2,8,2.270102684,0.98218735,1.607633733,5.096949835,0.633676959,0.001788633,0.632442951,0.638824127,1.463520397,0.020122229,1.424068028,1.503540449,2.038459553,0.062546779,1.921922847,2.168898651,0.636139216,0.631222422,0.647276032,0.481139216,0.476222422,0.492276032
149,2,133,a,"North American Beaver, Castor canadensis",18124.41,4.258,9,3.7,1.6,0.556,0.48718976,0.027425308,0.432718173,0.540773161,1.711111111,0.933862803,1,4,4.824843333,2.904287551,2,12,3.523460328,1.936507993,1.874031496,8.43622978,0.769137492,0.014258624,0.744985675,0.800215929,1.970200757,0.07486163,1.825106805,2.119936557,3.294664203,0.187571868,2.95872672,3.697556751,0.761388351,0.749809539,0.779001026,0.205388351,0.193809539,0.223001026
150,2,134,a,"Brazilian guinea pig, Cavia aperea",524.38,2.72,15,3.9,1.3,0.267,0.399479365,0.019980212,0.361142905,0.438914773,1.633333333,0.819891865,1,4,5.278906,3.266105819,2,14,4.098928515,2.070420799,2.307525492,9.358184786,0.748609904,0.004078199,0.744897644,0.759387178,1.805688242,0.053196202,1.705588966,1.912601476,3.262412492,0.163918268,2.961850638,3.599683074,0.769231794,0.757514074,0.786761679,0.502231794,0.490514074,0.519761679
151,2,135,a,"White-toothed shrew, Crocidura russula",9.89,0.995,42,2.3,1,0,0.519119039,0.015301818,0.489854016,0.549775774,1.326190476,0.625474951,1,3,3.719748571,2.097921578,2,9,2.556915739,1.208805708,1.826240509,5.875780171,0.662828613,0.004498254,0.656676412,0.673570397,1.466354432,0.018773511,1.430985697,1.50452557,1.928015458,0.056879822,1.818923364,2.041424521,0.660578652,0.654050319,0.674580414,0.660578652,0.654050319,0.674580414
152,2,136,a,"Asian lesser wihte-toothed shrew, Crocidura shantungensis",9.5,0.978,18,3,1.3,0.277,0.470488514,0.020436228,0.430334859,0.510446426,1.561111111,0.803906581,1,3,4.554257778,2.714938954,2,11,3.324363148,1.719689776,1.976334248,6.977755466,0.711000571,0.002266052,0.709277179,0.717503762,1.658068953,0.038543781,1.583795855,1.734889985,2.768330878,0.120993893,2.546790289,3.020903314,0.725459346,0.714877886,0.744960516,0.448459346,0.437877886,0.467960516
153,2,137,a,"Spotted hyena, Crocuta crocuta",63369.98,4.802,102,2,1.3,0.333,0.57927538,0.00990614,0.559866445,0.598977892,1.369607843,0.644477205,1,3,3.582649608,1.922546002,2,9,2.365038761,1.113782162,1.673948947,5.227634762,0.623150958,0.00254974,0.619166878,0.62902024,1.407800784,0.009817029,1.388760086,1.427529223,2.244839941,0.03842661,2.170363909,2.321982343,0.62291015,0.618881806,0.632377392,0.28991015,0.285881806,0.299377392
154,2,138,a,Dasyurus hallucatus,365.32,2.563,14,5.7,4.3,1,0.62650594,0.017212346,0.592732579,0.659662533,3.471428571,1.696395342,1,7,8.000512857,3.892569,2,16,5.545130158,2.71509191,1.557596376,11.42192293,0.968314941,0.005732927,0.956148474,0.978377675,3.584440427,0.09497928,3.398882912,3.768167692,6.868659167,0.189312148,6.518484508,7.254536286,0.822348589,0.807822751,0.839771486,-0.177651411,-0.192177249,-0.160228514
155,2,139,a,"Spotted-tailed quoll,  Dasyurus maculatus",3284.15,3.516,6,5,1.8,0.667,0.422101618,0.029497675,0.365137614,0.479434769,1.933333333,1.078065007,1,5,5.88137,3.688297656,2,15,4.602911099,2.593637363,2.125770575,11.33196148,0.818100846,0.018900252,0.784305747,0.856714588,2.257882925,0.11797373,2.035628731,2.492454109,4.285468954,0.303330945,3.754421076,4.929648245,0.793941029,0.780206583,0.812416441,0.126941029,0.113206583,0.145416441
156,2,140,a,"Virginia opossum, Didelphis virginiana",2442.08,3.388,64,8.7,1.4,0.406,0.212666253,0.00552948,0.202122989,0.22362615,1.8515625,1.019266389,1,4,9.599644844,7.239017546,2,28,8.712314919,4.803020813,4.510515788,19.43435607,0.807530928,0.002376529,0.80363492,0.812797941,2.114462103,0.036540166,2.045280976,2.18739653,6.587539382,0.171461747,6.260448517,6.926475841,0.832239136,0.82203468,0.845694362,0.426239136,0.41603468,0.439694362
157,2,141,a,"Big brown bat, Eptesicus fuscus",17.49,1.243,26,2,1.5,0.462,0.597350022,0.0198931,0.558270163,0.635795549,1.415384615,0.665462551,1,3,3.625483846,1.915450897,2,9,2.372081394,1.11871492,1.580886862,5.180470064,0.62066247,0.003296441,0.618037716,0.629651788,1.426159147,0.020218735,1.387222453,1.466055912,2.513890608,0.084179821,2.359248978,2.686871165,0.62291015,0.618881806,0.632377392,0.16091015,0.156881806,0.170377392
158,2,142,a,"Western European hedgehog, Erinaceus europaeus",777.95,2.891,5,5,1.4,0.4,0.356616911,0.028671092,0.301893609,0.413377992,1.92,1.055273532,1,4,6.582122,4.325187324,2,18,5.419195244,3.020848595,2.479505707,12.60396122,0.782983309,0.011820624,0.768951548,0.81161646,2.006016129,0.105946309,1.809499291,2.221194363,3.951496532,0.322080897,3.386730857,4.637395298,0.793941029,0.780206583,0.812416441,0.393941029,0.380206583,0.412416441
159,2,143,a,"Domestic cat, Felis catus",2884.8,3.46,92,3.8,1.8,0.554,0.471031139,0.008258419,0.454828967,0.487359242,1.840217391,0.935711798,1,4,5.247300761,3.012111666,2,13,3.907986838,1.988617557,2.06439771,8.575862103,0.767448621,0.004196657,0.759580711,0.776089738,1.964742075,0.02306925,1.919812399,2.010686036,3.822578974,0.067077683,3.693374098,3.957531579,0.765467153,0.753801413,0.783021648,0.211467153,0.199801413,0.229021648
160,2,144,a,"Wolverine, Gulo gulo",12792.49,4.107,43,2.1,1,0,0.571042235,0.015568195,0.540598075,0.601457168,1.339534884,0.571468813,1,3,3.545978837,1.826211029,2,8,2.347519041,1.003916571,1.668607619,5.237064198,0.635463043,0.002922044,0.63245356,0.643050006,1.443374973,0.016973007,1.410704875,1.477049615,1.752488173,0.047879246,1.662628783,1.849803108,0.636139216,0.631222422,0.647276032,0.636139216,0.631222422,0.647276032
161,2,145,a,"Silvery mole rat, Heliophobius argenteocinereus",159.46,2.203,11,3.5,1.1,0.091,0.426992386,0.024852456,0.379074207,0.475392878,1.536363636,0.642117142,1,3,4.805089091,2.720281421,2,12,3.610405602,1.526352407,2.131206484,7.240419577,0.735087503,0.004129414,0.731746477,0.74649307,1.743588603,0.057532003,1.635233918,1.858191794,2.584964958,0.151812089,2.313875642,2.901806509,0.75295129,0.741527225,0.771161009,0.66195129,0.650527225,0.680161009
162,2,146,a,"Striped hyena, Hyaena hyaena",35070.51,4.545,4,2.5,1.5,0.5,0.508748741,0.046647289,0.416248281,0.600836119,1.4,0.62450058,1,3,3.9723075,2.212804299,2,10,2.775548101,1.27060114,1.687416664,6.141004808,0.684372574,0.013827585,0.67532709,0.72455785,1.532860996,0.066618574,1.406924275,1.670223155,2.973801537,0.279442698,2.496521017,3.603618487,0.682402904,0.674467898,0.698698664,0.182402904,0.174467898,0.198698664
163,2,147,a,"Brandt's vole, Lasiopodomys brandtii",40,1.602,27,7.1,1.5,0.458,0.263630308,0.009938205,0.244301549,0.283140731,1.911111111,0.999753241,1,4,8.249327407,5.743346481,2,23,7.259544091,3.810282245,3.587543908,16.10495596,0.802316371,0.004665639,0.794620388,0.812581742,2.112695529,0.0536257,2.009569428,2.21911349,5.697897978,0.215515893,5.297718902,6.139952894,0.824356694,0.810896868,0.840729606,0.366356694,0.352896868,0.382729606
164,2,148,a,Lasiurus borealis,10,1,31,3.1,1.9,0.71,0.53660575,0.015516851,0.506012776,0.567420795,1.774193548,0.909082542,1,4,4.70406129,2.618396069,2,11,3.309100139,1.698985416,1.780530623,7.603131501,0.737628235,0.00727531,0.724689755,0.753387086,1.832629746,0.033673839,1.767154576,1.900474873,3.543745422,0.102831987,3.348484965,3.754845907,0.729912801,0.72015698,0.747234163,0.019912801,0.01015698,0.037234163
165,2,149,a,"Snowshoe hare, Lepus americanus",1568.42,3.195,16,4,1.3,0.25,0.387675886,0.019110204,0.350827735,0.425907991,1.54375,0.757024633,1,3,5.138065625,3.215427261,2,13,3.991789118,1.969851645,2.374597742,8.260147658,0.750683933,0.003458517,0.747706738,0.760240077,1.805022417,0.0521369,1.706357919,1.91123843,3.361506626,0.166569952,3.05230244,3.705522317,0.772681191,0.760906774,0.790213524,0.522681191,0.510906774,0.540213524
166,2,150,a,"African wild dog, Lycaon pictus",21999.9,4.342,6,4.2,1.2,0.167,0.374622239,0.031177785,0.315579276,0.436036836,1.45,0.643558356,1,3,5.0109,3.119556177,2,13,3.897761292,1.767035469,2.324601287,8.383663553,0.758508637,0.007094544,0.752868667,0.778290415,1.829838281,0.09039329,1.663868764,2.012941502,3.225733483,0.272396299,2.752061068,3.802531069,0.77856024,0.766533294,0.796171194,0.61156024,0.599533294,0.629171194
167,2,151,a,"Alpine marmot, Marmota marmota",4059.15,3.608,68,3.5,1.3,0.265,0.445837604,0.010065172,0.425913953,0.465175452,1.625,0.818333194,1,4,4.879405588,2.901025273,2,12,3.646686542,1.838755616,2.160432215,8.836358897,0.73688504,0.002532971,0.732804822,0.742492276,1.786947955,0.023857597,1.740163826,1.833207271,2.917349233,0.066008765,2.794644457,3.052259716,0.75295129,0.741527225,0.771161009,0.48795129,0.476527225,0.506161009
168,2,152,a,"Woodchuck, Marmota monax",3880.93,3.589,26,3.5,1.8,0.631,0.533282443,0.016265722,0.501220128,0.564931894,1.903846154,0.969925152,1,4,5.024321923,2.768549233,2,12,3.573382095,1.824606124,1.789679382,7.681815318,0.776484545,0.009785022,0.758221607,0.796395558,2.0062012,0.042921216,1.922774171,2.090833234,3.378470345,0.103323505,3.186224782,3.591236461,0.75295129,0.741527225,0.771161009,0.12195129,0.110527225,0.140161009
