"","species","avgbrood","avgsire","pmult","mean.q","sd.q","q2.5","q97.5","mean.nsires","sd.nsires","nsires2.5","nsires97.5","mean.nmates","sd.nmates","nmates2.5","nmates97.5","mean.estM","sd.estM","estM2.5","estM97.5","mean.est.pmult","sd.est.pmult","est.pmult2.5","est.pmult97.5","mean.avgR","sd.avgR","avgR2.5","avgR97.5","mean.avgM","sd.avgM","avgM2.5","avgM97.5","pred_pmult","pred_pmult_lcl","pred_pmult_ucl","resid_pmult","resid_pmult_lcl","resid_pmult_ucl"
"35","Chinstrap penguin, Pygoscelis antarcticus",2,1,0,0.562395915334553,0.0168111635776232,0.529350139877956,0.595057758255413,1.2921052631579,0.572566586733816,1,3,3.46468578947368,1.84351098403402,2,8,2.29956110444663,1.02178679429787,1.68617091282545,5.34826045940409,0.62909285374657,0.0065043302646904,0.619687150386577,0.644483158381895,1.39139385962477,0.0162726292798673,1.35994301186902,1.42354606521099,1.7797010584312,0.0533886747244319,1.68050913774568,1.88910878709125,0.632490619625679,0.616198411614544,0.656746068245018,0.632490619625679,0.616198411614544,0.656746068245018
"36","Fiordland penguin, Eudyptes pachyrhynchus",1.375,1,0,0.660198224374839,0.0226843677633166,0.614650020379927,0.704028423741001,1.2125,0.475054920367621,1,3,2.98719541666667,1.405163020915,2,7,1.83875189019388,0.723649204887057,1.42440226271322,4.38371195231329,0.511844333844346,0.0214179968305328,0.476036810091714,0.559814422200968,1.17404155836811,0.0087485021776538,1.15693123459942,1.19141213369592,1.51649640428362,0.0524485708893716,1.42039719764848,1.6269421086675,0.535183818025601,0.497967437946033,0.585746958073426,0.535183818025601,0.497967437946033,0.585746958073426
"37","Humboldt penguin, Spheniscus humboldti",2.33333333333333,1,0,0.520446137892491,0.0214418272755205,0.478575454099136,0.562582914051371,1.34285714285714,0.549087189988381,1,3,3.76179666666667,1.98590739785608,2,9,2.58460606177469,1.06314017696339,1.78873522401507,5.67223152335567,0.66531953145307,0.00567530702790149,0.659803445737886,0.680199782022755,1.48134580905928,0.027114443796414,1.42949779732685,1.53574738120844,1.92470664174711,0.0797159683645046,1.77751576714695,2.08953466294058,0.669557528129222,0.65886101186473,0.686235071631482,0.669557528129222,0.65886101186473,0.686235071631482
"38","Black grouse, Tetrao tetrix",6,1,0,0.243216186298189,0.00319804964802471,0.236921528175589,0.24940143760769,1.59574468085106,0.809769471122864,1,4,7.5317415248227,5.4796632520605,2,22,6.56214873205728,3.33140645567145,4.02216819030329,16.2927513683557,0.789768116597614,0.00449139880211427,0.783829603510486,0.795531589093205,1.898807749067,0.103018550903951,1.77541318236849,2.02786245118545,4.19795236942443,0.10194817626878,4.02552245251539,4.37757597160596,0.796420019202934,0.786057414489926,0.810578485825889,0.796420019202934,0.786057414489926,0.810578485825889
"39","Black grouse, Tetrao tetrix",7.08333333333333,1.04166666666667,0.0208333333333333,0.243216186298189,0.00319804964802471,0.236921528175589,0.24940143760769,1.59574468085106,0.809769471122864,1,4,7.5317415248227,5.4796632520605,2,22,6.56214873205728,3.33140645567145,4.02216819030329,16.2927513683557,0.789768116597614,0.00449139880211427,0.783829603510486,0.795531589093205,1.898807749067,0.103018550903951,1.77541318236849,2.02786245118545,4.19795236942443,0.10194817626878,4.02552245251539,4.37757597160596,0.808563397994263,0.797104549310017,0.824177561707299,0.78773006466093,0.776271215976683,0.803344228373966
"40","Takahe, Porphyrio hochstetteri",3,1,0,0.541771284799461,0.032051879232776,0.479015313132482,0.603694081405794,1.42222222222222,0.595870894496897,1,3,3.86405777777778,2.00277966617564,2,9,2.63445070645194,1.11698740965886,1.673549248777,5.57654473612257,0.73098214822204,0.0139479428575911,0.710510593314448,0.763048936269418,1.79967174312167,0.0661979970659121,1.67372445546522,1.93129197096239,1.85234815297402,0.111151953927067,1.65646811987344,2.08761593612428,0.713481512851079,0.705317573302741,0.726146844339676,0.713481512851079,0.705317573302741,0.726146844339676
"41","Tasmanian native hen, Gallinula mortierii",4.66666666666667,1,0,0.312574971753611,0.0276531912209887,0.260445605450702,0.368355834462445,1.41666666666667,0.61350592189868,1,3,5.61707833333333,3.74398219718903,2,15,4.56824985086687,2.02820781375748,2.75255756021893,9.88495454634064,0.768514621655616,0.0083605441257997,0.762954586485853,0.791680687949496,1.76754840441302,0.0866131175496555,1.60905080431949,1.94717316666692,3.22464695355308,0.289550474509653,2.71476628447095,3.83957333492227,0.773737979183961,0.765749231277189,0.784310116593658,0.773737979183961,0.765749231277189,0.784310116593658
"42","Wilson's phalarope, Steganopus tricolor",2.86666666666667,1,0,0.459659097254189,0.023553748442453,0.414492034645744,0.505998001079643,1.34666666666667,0.610864800365914,1,3,4.08255133333333,2.38000400286307,2,10,2.9374529965155,1.34281862946154,1.99064975131547,6.65813663918388,0.704867363281553,0.00445920042067466,0.701652522618078,0.717152493829524,1.59061183067499,0.0404523201631429,1.51474931513161,1.67196412182753,2.18127697761052,0.112552385485345,1.97629239260807,2.41259159745913,0.706914364942544,0.69854602278245,0.719675625495973,0.706914364942544,0.69854602278245,0.719675625495973
"43","Lesser gray shrike, Lanius minor",3.77777777777778,1,0,0.379401112530041,0.0132211258307094,0.353728045851556,0.405429159940936,1.45277777777778,0.652340369526484,1,3,4.95377083333334,3.04534018283283,2,13,3.8337916158708,1.7277245418718,2.48239473617523,8.01888796538851,0.742161615686774,0.0013253681307374,0.741220270925972,0.745960248434291,1.71665419811167,0.0325487167236818,1.65428771472231,1.78153208463994,2.6389387795669,0.0921146149448372,2.46652214207316,2.8270305725763,0.747245456988397,0.739557988215777,0.757627627252963,0.747245456988397,0.739557988215777,0.757627627252963
"44","Eurasian jackdaw, Corvus monedula",3.7,1,0,0.434080738827563,0.0104168839392685,0.41348648180001,0.454357836358611,1.41714285714286,0.654865666267512,1,3,4.41778571428572,2.61868098029905,2,11,3.26658339358394,1.51197745895765,2.20966590909734,7.03633778312739,0.726639806226904,0.0197805456636468,0.697444184076919,0.751163343460458,1.64501314096256,0.185000494201386,1.43761026528151,1.87243157290566,2.38188372448829,0.0958681385340479,2.21706244906438,2.55844277201038,0.744389180915352,0.736659453204876,0.754934533225857,0.744389180915352,0.736659453204876,0.754934533225857
